segment,end_index,DeltaClkB_nsps,Baseline_nsps,LowerBound_nsps,UpperBound_nsps
stream,0,,159.295,144.295,174.295
stream,1,157.0,159.295,144.295,174.295
stream,2,158.0,159.295,144.295,174.295
stream,3,157.0,159.295,144.295,174.295
stream,4,157.0,159.295,144.295,174.295
stream,5,158.0,159.295,144.295,174.295
stream,6,157.0,159.295,144.295,174.295
stream,7,157.0,159.295,144.295,174.295
stream,8,157.0,159.295,144.295,174.295
stream,9,157.0,159.295,144.295,174.295
stream,10,158.0,159.295,144.295,174.295
stream,11,157.0,159.295,144.295,174.295
stream,12,157.0,159.295,144.295,174.295
stream,13,157.0,159.295,144.295,174.295
stream,14,158.0,159.295,144.295,174.295
stream,15,157.0,159.295,144.295,174.295
stream,16,157.0,159.295,144.295,174.295
stream,17,157.0,159.295,144.295,174.295
stream,18,157.0,159.295,144.295,174.295
stream,19,158.0,159.295,144.295,174.295
stream,20,157.0,159.295,144.295,174.295
stream,21,157.0,159.295,144.295,174.295
stream,22,158.0,159.295,144.295,174.295
stream,23,157.0,159.295,144.295,174.295
stream,24,157.0,159.295,144.295,174.295
stream,25,157.0,159.295,144.295,174.295
stream,26,158.0,159.295,144.295,174.295
stream,27,157.0,159.295,144.295,174.295
stream,28,158.0,159.295,144.295,174.295
stream,29,157.0,159.295,144.295,174.295
stream,30,157.0,159.295,144.295,174.295
stream,31,158.0,159.295,144.295,174.295
stream,32,157.0,159.295,144.295,174.295
stream,33,158.0,159.295,144.295,174.295
stream,34,157.0,159.295,144.295,174.295
stream,35,158.0,159.295,144.295,174.295
stream,36,157.0,159.295,144.295,174.295
stream,37,158.0,159.295,144.295,174.295
stream,38,158.0,159.295,144.295,174.295
stream,39,157.0,159.295,144.295,174.295
stream,40,158.0,159.295,144.295,174.295
stream,41,157.0,159.295,144.295,174.295
stream,42,158.0,159.295,144.295,174.295
stream,43,157.0,159.295,144.295,174.295
stream,44,158.0,159.295,144.295,174.295
stream,45,158.0,159.295,144.295,174.295
stream,46,157.0,159.295,144.295,174.295
stream,47,158.0,159.295,144.295,174.295
stream,48,158.0,159.295,144.295,174.295
stream,49,157.0,159.295,144.295,174.295
stream,50,158.0,159.295,144.295,174.295
stream,51,158.0,159.295,144.295,174.295
stream,52,157.0,159.295,144.295,174.295
stream,53,158.0,159.295,144.295,174.295
stream,54,158.0,159.295,144.295,174.295
stream,55,158.0,159.295,144.295,174.295
stream,56,157.0,159.295,144.295,174.295
stream,57,158.0,159.295,144.295,174.295
stream,58,158.0,159.295,144.295,174.295
stream,59,157.0,159.295,144.295,174.295
stream,60,158.0,159.295,144.295,174.295
stream,61,158.0,159.295,144.295,174.295
stream,62,157.0,159.295,144.295,174.295
stream,63,158.0,159.295,144.295,174.295
stream,64,157.0,159.295,144.295,174.295
stream,65,158.0,159.295,144.295,174.295
stream,66,158.0,159.295,144.295,174.295
stream,67,157.0,159.295,144.295,174.295
stream,68,158.0,159.295,144.295,174.295
stream,69,157.0,159.295,144.295,174.295
stream,70,158.0,159.295,144.295,174.295
stream,71,157.0,159.295,144.295,174.295
stream,72,158.0,159.295,144.295,174.295
stream,73,157.0,159.295,144.295,174.295
stream,74,158.0,159.295,144.295,174.295
stream,75,158.0,159.295,144.295,174.295
stream,76,157.0,159.295,144.295,174.295
stream,77,158.0,159.295,144.295,174.295
stream,78,158.0,159.295,144.295,174.295
stream,79,158.0,159.295,144.295,174.295
stream,80,157.0,159.295,144.295,174.295
stream,81,158.0,159.295,144.295,174.295
stream,82,158.0,159.295,144.295,174.295
stream,83,158.0,159.295,144.295,174.295
stream,84,158.0,159.295,144.295,174.295
stream,85,157.0,159.295,144.295,174.295
stream,86,158.0,159.295,144.295,174.295
stream,87,158.0,159.295,144.295,174.295
stream,88,158.0,159.295,144.295,174.295
stream,89,158.0,159.295,144.295,174.295
stream,90,158.0,159.295,144.295,174.295
stream,91,158.0,159.295,144.295,174.295
stream,92,158.0,159.295,144.295,174.295
stream,93,158.0,159.295,144.295,174.295
stream,94,158.0,159.295,144.295,174.295
stream,95,158.0,159.295,144.295,174.295
stream,96,158.0,159.295,144.295,174.295
stream,97,158.0,159.295,144.295,174.295
stream,98,158.0,159.295,144.295,174.295
stream,99,158.0,159.295,144.295,174.295
stream,100,158.0,159.295,144.295,174.295
stream,101,157.0,159.295,144.295,174.295
stream,102,158.0,159.295,144.295,174.295
stream,103,158.0,159.295,144.295,174.295
stream,104,158.0,159.295,144.295,174.295
stream,105,158.0,159.295,144.295,174.295
stream,106,159.0,159.295,144.295,174.295
stream,107,158.0,159.295,144.295,174.295
stream,108,158.0,159.295,144.295,174.295
stream,109,158.0,159.295,144.295,174.295
stream,110,158.0,159.295,144.295,174.295
stream,111,158.0,159.295,144.295,174.295
stream,112,158.0,159.295,144.295,174.295
stream,113,159.0,159.295,144.295,174.295
stream,114,158.0,159.295,144.295,174.295
stream,115,158.0,159.295,144.295,174.295
stream,116,159.0,159.295,144.295,174.295
stream,117,158.0,159.295,144.295,174.295
stream,118,158.0,159.295,144.295,174.295
stream,119,158.0,159.295,144.295,174.295
stream,120,159.0,159.295,144.295,174.295
