segment,end_index,DeltaClkB_nsps,Baseline_nsps,LowerBound_nsps,UpperBound_nsps
stream,0,,118.40666666666667,103.40666666666667,133.40666666666667
stream,1,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,2,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,3,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,4,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,5,119.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,6,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,7,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,8,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,9,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,10,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,11,119.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,12,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,13,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,14,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,15,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,16,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,17,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,18,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,19,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,20,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,21,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,22,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,23,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,24,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,25,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,26,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,27,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,28,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,29,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,30,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,31,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,32,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,33,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,34,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,35,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,36,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,37,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,38,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,39,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,40,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,41,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,42,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,43,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,44,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,45,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,46,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,47,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,48,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,49,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,50,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,51,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,52,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,53,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,54,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,55,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,56,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,57,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,58,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,59,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,60,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,61,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,62,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,63,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,64,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,65,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,66,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,67,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,68,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,69,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,70,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,71,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,72,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,73,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,74,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,75,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,76,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,77,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,78,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,79,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,80,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,81,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,82,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,83,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,84,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,85,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,86,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,87,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,88,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,89,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,90,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,91,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,92,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,93,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,94,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,95,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,96,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,97,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,98,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,99,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,100,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,101,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,102,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,103,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,104,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,105,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,106,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,107,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,108,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,109,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,110,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,111,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,112,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,113,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,114,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,115,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,116,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,117,118.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,118,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,119,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,120,117.0,118.40666666666667,103.40666666666667,133.40666666666667
stream,121,118.0,118.40666666666667,103.40666666666667,133.40666666666667
