segment,end_index,PW_WTC,E_CCDC,CD2_P
au,0,,,
au,1,,,
au,2,,,
au,3,,,
au,4,,,
au,5,,,
au,6,,,
au,7,,,
au,8,,,
au,9,,,
au,10,,,
au,11,,,
au,12,,,
au,13,,,
au,14,,,
au,15,,,
au,16,,,
au,17,,,
au,18,,,
au,19,,,
au,20,,9.0142937335905,
au,21,,9.020938917292073,0.7694245481444745
au,22,,9.166562708733071,0.7738926288153315
au,23,,9.1695987227696,0.7516399378635921
au,24,,9.648935976915105,0.8223975793188392
au,25,,8.805280593401994,0.7558328575195574
au,26,,9.25038685610961,0.7052900712438301
au,27,,7.837404550795647,0.6666876578433669
au,28,,8.658208581658434,0.7082650540461857
au,29,,8.100702556956854,0.6397502883959505
au,30,,8.133368863621957,0.561116433462203
au,31,,8.413651326988374,0.5936755734248448
au,32,,8.159507077418167,0.593177821516166
au,33,,8.368259560056488,0.6110911969017885
au,34,,7.281864938609153,0.6149268055392114
au,35,,8.015052181668938,0.6212921608545973
au,36,,7.445774790378706,0.608414860182803
au,37,,8.165783978193845,0.6389771254603777
au,38,,9.398525668765908,0.6146631676529742
au,39,,9.726023858533157,0.6187389124404421
au,40,,9.938136321539282,0.6189497273089096
au,41,,12.367397305866838,0.7879118767891459
au,42,,12.22173786903202,0.862868272027957
au,43,,11.97988645840352,0.8779004839550139
au,44,,11.489092362096676,0.8009062217155575
au,45,,11.313129753088893,0.8020305660204835
au,46,,11.320439794263486,0.8043905261599347
au,47,,11.012093443988956,0.7594928207287628
au,48,,11.598718166408085,0.7302832350528877
au,49,,10.090503223994677,0.7856396650157544
au,50,,10.201226748176884,0.756248563739906
au,51,,10.130426720433865,0.7244858366509636
au,52,,10.11987163859785,0.7394771095580551
au,53,,10.839522441803014,0.734681103247045
au,54,,10.643578089069472,0.7022683514230531
au,55,,9.30334965264465,0.5700699854977379
au,56,,9.32683776172508,0.521084851063426
au,57,,9.590574097259212,0.5423771555375969
au,58,,9.17509081952364,0.6522818734196759
au,59,,8.950914293859064,0.6580617062079006
au,60,,8.653484883255375,0.657880169931313
au,61,,7.408380700171589,0.5300737302107154
au,62,,7.918369626571648,0.45636468135717057
au,63,,8.323617722042,0.44219329994242407
au,64,,8.814368457523885,0.4981060915386967
au,65,,12.29338889823327,0.7919760237693241
au,66,,11.821045515062156,0.8956266341727948
au,67,,12.129635309155121,0.8908481457293752
au,68,,11.896285064691806,0.841148586073514
au,69,,12.201579761081765,0.7909746948166694
au,70,,12.16368210769459,0.7916774137151268
au,71,,12.96784974067632,0.8435319353666024
au,72,,13.127752037003518,0.8319898148957366
au,73,,12.466887541742878,0.809456045753246
au,74,,12.467240321766491,0.7916246294866314
au,75,,12.536932890539683,0.7998229827736265
au,76,,12.639604123874925,0.7986342235853933
au,77,,11.400713238428787,0.7574785091452279
au,78,,11.255814591534355,0.6690241849487126
au,79,,14.18886571136405,0.8852088401201335
au,80,,16.051229319538038,0.9054177759583414
au,81,,15.500157519203626,1.0855999234420077
au,82,,17.084335147244786,1.093329797721362
au,83,,16.909199436177406,1.265073494353093
au,84,,16.661368566283063,1.255452122919298
au,85,,13.595130196303725,1.0225779475788002
au,86,,13.63587589607329,0.9322613666311864
au,87,,13.477600004292999,0.9241098776663176
au,88,,12.527834708497247,0.9235945479284617
au,89,,12.184145588981435,0.949594995980702
au,90,,13.414876096308454,1.018689505902049
au,91,,12.837717677080123,1.0684944491098698
au,92,,13.465637892550253,1.183476237111269
au,93,,13.50994602879913,1.1828203782844808
au,94,,14.226004211033516,1.1849578162620416
au,95,,14.305575056365347,1.176103604148258
au,96,,14.181068126092105,1.1863105269219492
au,97,,15.566396495261424,1.2250301950655451
au,98,,16.320635110248872,1.1997324309433661
au,99,,13.752040420921617,0.9760814318868091
au,100,,12.42033964944316,0.9558724973087347
au,101,,12.004058183638513,0.7270683177826426
au,102,,10.68362539181571,0.7835139380270613
au,103,,10.991657705127029,0.749110112591999
au,104,,10.749803349004582,0.7205973866594488
au,105,,10.220167032618209,0.6596016212283949
au,106,,10.543968665718227,0.6655922872475438
au,107,,10.40341078231881,0.6731289069658917
au,108,,10.214813070285926,0.6846241749811524
au,109,,10.322637275782272,0.6591800221348199
au,110,,10.49219924122395,0.684155678846855
au,111,,10.783796030816392,0.7548196579507509
au,112,,11.194912641723663,0.6321724256047323
au,113,,13.000559290011399,0.8616324675530069
au,114,,13.548899530811857,0.8600396349548441
au,115,,13.774365944354512,0.8623820054436062
au,116,,14.823578581807833,0.9620797980367182
au,117,,14.681651027598942,0.9142950846990794
au,118,,13.317817233088562,0.9275588318460124
au,119,,13.284084160898738,0.9292453429429244
au,120,,13.57931712694281,1.0528940157992794
au,121,,14.025026221312974,1.0488651132715248
au,122,,14.5129362069127,1.0988750308351487
au,123,,13.853722966276118,0.9856382967917631
au,124,,18.609141571393046,1.181725246293938
au,125,,18.920946865867684,1.4334321521688462
au,126,,18.645347179626718,1.413668250312639
au,127,,18.643065763645094,1.4153137942913043
au,128,,22.10015541286317,1.5769384699674711
au,129,,22.22124137237632,1.8026566619356508
au,130,,20.688751718600333,1.7164568972308534
au,131,,21.55362138698834,1.6436554536258638
au,132,,20.799190725313785,1.7507726752416743
au,133,,18.831846405481965,1.5705905720478597
au,134,,17.458795859679128,1.5734482903014522
au,135,,17.045826773621126,1.5698410333771735
au,136,,16.17157530459551,1.4630224354075407
au,137,,17.159874429424846,1.4997568716424208
au,138,,18.32892492745672,1.4943635373100403
au,139,,20.42435110816682,1.4902877842866808
au,140,,21.348696093725067,1.7322852891507325
au,141,,21.00675263103755,1.8404038781238692
au,142,,20.331500291255328,1.721018362732519
au,143,,21.13655574285261,1.697178734166269
au,144,,16.778069450614204,1.4822590232925905
au,145,,17.3813702510686,1.3465002804507593
au,146,,17.323913342231076,1.3851672584661787
au,147,,17.318856841315842,1.3758386967342169
au,148,,14.407961661778172,1.2229276876658686
au,149,,16.042876062030693,1.0427454909918004
au,150,,16.261819690117168,1.0427455090637798
au,151,,14.759526074054282,0.9527980135567712
au,152,,16.962194609582493,0.9030223797546368
au,153,,18.08446535734087,1.1091523250915312
au,154,,18.26058328652347,1.177456254141344
au,155,,19.185104369795194,1.2363144894243088
au,156,,19.068713100626066,1.2649852395263264
au,157,,16.95483413663544,1.226335910208085
au,158,,16.356005104351528,1.2853639598232824
au,159,,14.009395075429694,1.325043959943018
au,160,,12.15419251471725,0.969768699947505
au,161,,12.727625683291786,0.891134871706673
au,162,,12.23659186410185,0.9515859870880001
au,163,,11.490763113802235,0.9520544572292394
au,164,,15.431345922239466,1.1237980847134068
au,165,,14.966403152663155,1.1360721070843378
au,166,,15.727158558875743,1.1936946969393145
au,167,,15.931761880529054,1.236021608270467
au,168,,17.271749344037104,1.236987804697797
au,169,,15.571367542476157,1.2126796499439618
au,170,,15.943868447229857,1.2566637977699318
au,171,,15.8695893334561,1.2605287061915755
au,172,,13.775658736052629,1.2367124628981123
au,173,,12.706097546369515,0.9800396834002452
au,174,,14.04266874035005,0.9847888658540016
au,175,,13.149790347098158,1.035501569512791
au,176,,13.591258311355924,0.9997157994858479
au,177,,14.559689054954891,1.1290623103827186
au,178,,13.918771114010386,1.1433099589350655
au,179,,13.897139967394825,1.102505618675856
au,180,,14.998869079182988,1.1463375421712119
au,181,,16.60779498033523,1.5039085781629222
au,182,,16.512998255263497,1.5628429781729454
au,183,,16.49205809415183,1.572962095009257
au,184,,12.297319146165375,1.4038712371907005
au,185,,11.991349800975879,1.274378310236916
au,186,,11.279772892787086,1.1748562588231513
au,187,,11.718958611110365,1.1905034265662098
au,188,,9.891008139367058,1.2537479031589327
au,189,,9.797698982991403,1.2418017988129633
au,190,,11.202259212477136,1.2655769728372117
au,191,,11.543983612713655,1.3875684921071896
au,192,,11.351210358076944,1.359600437061215
au,193,,11.872424649571885,1.4038714827785403
au,194,,10.571959663381987,1.4170122671839995
au,195,,11.03370140378029,1.3378923473034252
au,196,,10.641209083147308,1.4173168223730173
au,197,,9.989687107890314,1.2914838847410974
au,198,,9.989092264538534,1.2288660442239678
au,199,,11.112040534412102,1.2825535650273887
au,200,,10.009290519480455,1.2810017489722625
au,201,,8.420361885136664,0.9141548603684269
au,202,,8.444796960373155,0.8406332589214506
au,203,,9.632891779394384,0.8439535959271965
au,204,,10.100389994566205,0.9659449956849312
au,205,,10.388155583258557,0.9752735449354983
au,206,,12.554857153369925,1.1827327541118782
au,207,,13.785997999261623,1.4528799648366775
au,208,,14.041485647518071,1.4860480479533553
au,209,,14.561111348654592,1.5367313731645333
au,210,,13.59103956320167,1.462735441216264
au,211,,13.244966922229816,1.3832406807421895
au,212,,12.89222242453699,1.3766527411132867
au,213,,12.295927736231596,1.3316497000708618
au,214,,12.27211132769883,1.2563186111200864
au,215,,11.764308009986376,1.2251355880428412
au,216,,12.281877447268071,1.171190410376698
au,217,,12.081038318960399,1.1742765115470712
au,218,,12.774345202010892,1.1569428622403486
au,219,,11.381685433658653,1.1419047169102317
au,220,,11.88318410292921,1.1026989942957361
au,221,,11.910477719581895,1.0824900862205622
au,222,,11.88602397937255,1.0903136434141627
au,223,,10.596629725527247,1.0781390825483395
au,224,,10.054089685896074,0.956586862368855
au,225,,9.632260986728992,0.9498817806394172
au,226,,7.4461503194594325,0.7502929671059169
au,227,,5.623190470434285,0.42344241899170926
au,228,,5.777515419950041,0.3260636352919622
au,229,,5.6354171451141255,0.259498907011978
au,230,,4.781671277907434,0.26573551780510535
au,231,,5.096665297747787,0.20897365301065055
au,232,,5.3633385989898485,0.21237597662363897
au,233,,5.720758432902029,0.2111813588257564
au,234,,5.533623981459436,0.23611016470736085
