segment,end_index,DeltaClkB_nsps,Baseline_nsps,LowerBound_nsps,UpperBound_nsps
stream,0,,570.6416666666667,555.6416666666667,585.6416666666667
stream,1,576.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,2,577.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,3,576.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,4,576.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,5,576.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,6,576.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,7,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,8,576.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,9,576.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,10,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,11,576.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,12,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,13,576.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,14,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,15,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,16,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,17,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,18,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,19,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,20,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,21,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,22,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,23,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,24,575.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,25,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,26,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,27,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,28,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,29,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,30,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,31,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,32,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,33,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,34,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,35,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,36,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,37,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,38,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,39,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,40,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,41,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,42,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,43,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,44,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,45,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,46,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,47,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,48,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,49,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,50,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,51,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,52,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,53,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,54,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,55,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,56,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,57,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,58,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,59,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,60,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,61,573.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,62,574.0,570.6416666666667,555.6416666666667,585.6416666666667
stream,63,573.0,570.6416666666667,555.6416666666667,585.6416666666667
